#,Date,Author Name,Tweet ID,Text,Likes,Retweet Count,Views Count,Bookmark Count,Authors Followers Count,Mention Count,Tweet URL,Source,Medias,User Mentions,URLs,Hashtags,Unnamed: 17,Prediction,predicted_category,prediction_probabilities,top_1_category,top_1_probability,top_2_category,top_2_probability,top_3_category,top_3_probability
159,24.01.2025,GT Medya,1882416458204143713,"İstanbul'da terör örgütü DEAŞ'e yönelik operasyonda, Türkiye'ye saldırı hazırlığında oldukları değerlendirilen 9 şüpheli gözaltına alındı.

📌 Şüphelilerden 3'ünün sınır dışı edileceği öğrenilirken, diğerlerinin emniyetteki işlemleri sürüyor. https://t.co/cgt0WONEHD",0,0,355,0,3616,0,https://twitter.com/gtmedyahaber/status/1882416458204143713,Twitter Web App,https://pbs.twimg.com/media/Gh-vsd9WoAAk-rY.jpg,,,,,Savaş,Savaş,"{'Savaş': np.float32(0.98008955), 'Gündem': np.float32(0.004638973), 'Spor': np.float32(0.0031671003), 'Eğitim': np.float32(0.0029772888), 'Teknoloji': np.float32(0.0026439778), 'Ekonomi': np.float32(0.001509768), 'Sağlık': np.float32(0.0012467274), 'Afet': np.float32(0.0010593842), 'Siyaset': np.float32(0.0010146025), 'Kültür & Sanat': np.float32(0.0009719023), 'Bilim': np.float32(0.00068075757)}",Savaş,0.98008955,Gündem,0.004638973,Spor,0.0031671003
128,24.01.2025,GT Medya,1882416754099646594,Kaynak:https://t.co/IuFFzpmDFa,1,0,269,0,3617,0,https://twitter.com/gtmedyahaber/status/1882416754099646594,Twitter Web App,,,https://www.aa.com.tr/tr/gundem/istanbulda-teror-orgutu-deasa-yonelik-operasyonda-9-zanli-yakalandi/3460142,,,Afet,Afet,"{'Afet': np.float32(0.65497375), 'Sağlık': np.float32(0.30458084), 'Kültür & Sanat': np.float32(0.011911724), 'Bilim': np.float32(0.0052442737), 'Teknoloji': np.float32(0.0041587423), 'Gündem': np.float32(0.003891045), 'Ekonomi': np.float32(0.003643785), 'Spor': np.float32(0.0035077897), 'Eğitim': np.float32(0.0032634765), 'Siyaset': np.float32(0.0028900171), 'Savaş': np.float32(0.0019346515)}",Afet,0.65497375,Sağlık,0.30458084,Kültür & Sanat,0.011911724
124,24.01.2025,GT Medya,1882417986298109953,"Cumhurbaşkanı Erdoğan, Yargı Reformu Stratejisi Tanıtım Toplantısı'nda konuştu:

🗣️Trafikte saldırı amacıyla araçlarından inen sürücülerin ehliyetine el konulacak.
🗣️ Nafakaya ilişkin yeni bir düzenleme yapılacak.

(1/3) https://t.co/2QDQBXBkjm",0,0,598,0,3617,0,https://twitter.com/gtmedyahaber/status/1882417986298109953,Twitter Web App,https://pbs.twimg.com/media/Gh-wdOoWQAEb8YH.jpg,,,,,Gündem,Gündem,"{'Gündem': np.float32(0.54212457), 'Siyaset': np.float32(0.32628414), 'Teknoloji': np.float32(0.04069379), 'Sağlık': np.float32(0.029491587), 'Savaş': np.float32(0.022179738), 'Afet': np.float32(0.009640421), 'Ekonomi': np.float32(0.009530129), 'Eğitim': np.float32(0.0061021275), 'Spor': np.float32(0.005888614), 'Bilim': np.float32(0.0049899337), 'Kültür & Sanat': np.float32(0.0030749787)}",Gündem,0.54212457,Siyaset,0.32628414,Teknoloji,0.04069379
157,24.01.2025,GT Medya,1882419113542516965,"🗣️ Kısa süreli hapis cezasına seçenek yaptırımların kapsamı genişletilecek.
🗣️ Aile içi ve kadına yönelik şiddet suçları soruşturma büroları ülke sathında yaygınlaştırılacak.

(3/3)",1,0,392,0,3616,0,https://twitter.com/gtmedyahaber/status/1882419113542516965,Twitter Web App,,,,,,Siyaset,Siyaset,"{'Siyaset': np.float32(0.7947678), 'Gündem': np.float32(0.050452664), 'Teknoloji': np.float32(0.046979167), 'Savaş': np.float32(0.037302308), 'Spor': np.float32(0.026478266), 'Ekonomi': np.float32(0.014632773), 'Bilim': np.float32(0.008062376), 'Eğitim': np.float32(0.0060458994), 'Afet': np.float32(0.005990746), 'Kültür & Sanat': np.float32(0.005869218), 'Sağlık': np.float32(0.0034189073)}",Siyaset,0.7947678,Gündem,0.050452664,Teknoloji,0.046979167
158,24.01.2025,GT Medya,1882420112764043765,Kaynak:https://t.co/3IMp0HrU53,0,0,325,0,3616,0,https://twitter.com/gtmedyahaber/status/1882420112764043765,Twitter Web App,,,https://www.aa.com.tr/tr/gundem/cumhurbaskani-erdogan-yeni-strateji-belgesiyle-etkin-ve-hizli-isleyen-bir-adalet-sistemi-insa-edecegiz/3460166,,,Afet,Afet,"{'Afet': np.float32(0.5185319), 'Sağlık': np.float32(0.39908946), 'Kültür & Sanat': np.float32(0.019942185), 'Teknoloji': np.float32(0.01521312), 'Gündem': np.float32(0.010146476), 'Bilim': np.float32(0.00996271), 'Ekonomi': np.float32(0.007313424), 'Spor': np.float32(0.0070443465), 'Siyaset': np.float32(0.006232815), 'Eğitim': np.float32(0.003917693), 'Savaş': np.float32(0.0026057463)}",Afet,0.5185319,Sağlık,0.39908946,Kültür & Sanat,0.019942185
154,24.01.2025,GT Medya,1882424996246765798,"🚨#SonDakika: Elazığ'da maden ocağında patlama meydana geldi, 2 işçi göçük altında kaldı. https://t.co/R8fJwLrJN0",3,2,932,0,3616,0,https://twitter.com/gtmedyahaber/status/1882424996246765798,Twitter Web App,https://pbs.twimg.com/media/Gh-3hblXkAA_wem.jpg,,,,SonDakika,Gündem,Gündem,"{'Gündem': np.float32(0.68616974), 'Afet': np.float32(0.17376961), 'Sağlık': np.float32(0.065052755), 'Teknoloji': np.float32(0.024285307), 'Bilim': np.float32(0.016664835), 'Eğitim': np.float32(0.008983814), 'Kültür & Sanat': np.float32(0.007751016), 'Ekonomi': np.float32(0.0058661913), 'Savaş': np.float32(0.005256319), 'Siyaset': np.float32(0.003289805), 'Spor': np.float32(0.0029105835)}",Gündem,0.68616974,Afet,0.17376961,Sağlık,0.065052755
155,24.01.2025,GT Medya,1882425368604516539,Kaynak: https://t.co/pFYtFPdO6d,1,0,485,0,3616,0,https://twitter.com/gtmedyahaber/status/1882425368604516539,Twitter Web App,,,https://x.com/birgun_gazetesi/status/1882420097568170371?s=12&t=kouJqqwQaa4Aoze3PzVORg,,,Afet,Afet,"{'Afet': np.float32(0.6799769), 'Sağlık': np.float32(0.2569955), 'Kültür & Sanat': np.float32(0.02005443), 'Teknoloji': np.float32(0.007563232), 'Bilim': np.float32(0.007056659), 'Spor': np.float32(0.0069287457), 'Ekonomi': np.float32(0.005921171), 'Siyaset': np.float32(0.005397492), 'Gündem': np.float32(0.004589371), 'Eğitim': np.float32(0.003364366), 'Savaş': np.float32(0.0021522527)}",Afet,0.6799769,Sağlık,0.2569955,Kültür & Sanat,0.02005443
152,24.01.2025,GT Medya,1882429500291793056,"2025’in En iyi Film Oscar adayları, Akademi tarafından açıklandı:

🎥 Anora
🎥 The Brutalist
🎥 A Complete Unknown
🎥 Conclave
🎥 Dune: Part Two
🎥 Emilia Perez
🎥 I’m Still Here
🎥 Nickel Boys
🎥 The Substance 
🎥 Wicked https://t.co/bLnmZf6QGH",2,0,413,0,3616,0,https://twitter.com/gtmedyahaber/status/1882429500291793056,Twitter Web App,https://pbs.twimg.com/media/Gh-7EoRXkAAwjKG.jpg,,,,,Kültür & Sanat,Kültür & Sanat,"{'Kültür & Sanat': np.float32(0.752479), 'Sağlık': np.float32(0.119666), 'Spor': np.float32(0.05820038), 'Afet': np.float32(0.018867416), 'Bilim': np.float32(0.017738849), 'Eğitim': np.float32(0.011032449), 'Teknoloji': np.float32(0.0068150065), 'Ekonomi': np.float32(0.0053409864), 'Savaş': np.float32(0.004534592), 'Gündem': np.float32(0.0038038471), 'Siyaset': np.float32(0.0015214895)}",Kültür & Sanat,0.752479,Sağlık,0.119666,Spor,0.05820038
153,24.01.2025,GT Medya,1882429712015958446,Kaynak: https://t.co/058U8pk4QV,0,0,487,0,3616,0,https://twitter.com/gtmedyahaber/status/1882429712015958446,Twitter Web App,,,https://x.com/TheAcademy/status/1882425285221790182,,,Afet,Afet,"{'Afet': np.float32(0.46858925), 'Sağlık': np.float32(0.46179432), 'Kültür & Sanat': np.float32(0.01574624), 'Bilim': np.float32(0.011219154), 'Teknoloji': np.float32(0.011119156), 'Gündem': np.float32(0.0103905685), 'Ekonomi': np.float32(0.0060662306), 'Spor': np.float32(0.0047250655), 'Eğitim': np.float32(0.0041432925), 'Siyaset': np.float32(0.004102752), 'Savaş': np.float32(0.002103905)}",Afet,0.46858925,Sağlık,0.46179432,Kültür & Sanat,0.01574624
150,24.01.2025,GT Medya,1882431581262172611,"2025’in En İyi Uluslararası Film Oscar adayları, Akademi tarafından açıklandı:

🎥 I’m Still Here (Brezilya)
🎥 The Girl With The Needle (Danimarka)
🎥 Emilia Perez (Fransa)
🎥 The Seed Of The Sacred Fig (Almanya)
🎥 Flow (Letonya) https://t.co/Z3tHbG8aGf",2,0,396,0,3616,0,https://twitter.com/gtmedyahaber/status/1882431581262172611,Twitter Web App,https://pbs.twimg.com/media/Gh-9cXAXMAAkaQb.jpg,,,,,Kültür & Sanat,Kültür & Sanat,"{'Kültür & Sanat': np.float32(0.95315784), 'Spor': np.float32(0.014304384), 'Afet': np.float32(0.007730827), 'Bilim': np.float32(0.006611896), 'Sağlık': np.float32(0.005927029), 'Eğitim': np.float32(0.003414703), 'Teknoloji': np.float32(0.002369923), 'Ekonomi': np.float32(0.0018202484), 'Savaş': np.float32(0.0016664071), 'Gündem': np.float32(0.00159123), 'Siyaset': np.float32(0.0014054198)}",Kültür & Sanat,0.95315784,Spor,0.014304384,Afet,0.007730827
151,24.01.2025,GT Medya,1882431673511682476,Kaynak: https://t.co/6EOb8uEsyE,0,0,455,0,3616,0,https://twitter.com/gtmedyahaber/status/1882431673511682476,Twitter Web App,,,https://x.com/theacademy/status/1882424014968324494?s=12&t=kouJqqwQaa4Aoze3PzVORg,,,Afet,Afet,"{'Afet': np.float32(0.7488074), 'Sağlık': np.float32(0.16997121), 'Kültür & Sanat': np.float32(0.017778337), 'Teknoloji': np.float32(0.0128447935), 'Gündem': np.float32(0.012350096), 'Siyaset': np.float32(0.011241209), 'Bilim': np.float32(0.007659484), 'Spor': np.float32(0.0064795897), 'Ekonomi': np.float32(0.005724389), 'Eğitim': np.float32(0.0047083455), 'Savaş': np.float32(0.0024350332)}",Afet,0.7488074,Sağlık,0.16997121,Kültür & Sanat,0.017778337
115,24.01.2025,GT Medya,1882465866677412062,"Dezenformasyonla Mücadele Merkezi, Kartalkaya’da yanan otelin yıkılacağına ilişkin iddiaları yalanladı.

📌Hasar tespit çalışmaları kapsamında, kesin raporun çıkmasının ardından binayla ilgili güçlendirme çalışması yapılmasına ya da yıkılmasına karar verileceği belirtildi. https://t.co/VZq7gqOUi6",2,0,415,0,3617,0,https://twitter.com/gtmedyahaber/status/1882465866677412062,Twitter for iPhone,https://pbs.twimg.com/media/Gh_cueDW8AA9icJ.jpg,,,,,Siyaset,Siyaset,"{'Siyaset': np.float32(0.5347765), 'Afet': np.float32(0.26840657), 'Gündem': np.float32(0.11446166), 'Savaş': np.float32(0.04687961), 'Teknoloji': np.float32(0.008789646), 'Eğitim': np.float32(0.007813537), 'Kültür & Sanat': np.float32(0.004905396), 'Ekonomi': np.float32(0.004897202), 'Spor': np.float32(0.004351593), 'Sağlık': np.float32(0.002453381), 'Bilim': np.float32(0.0022648093)}",Siyaset,0.5347765,Afet,0.26840657,Gündem,0.11446166
116,24.01.2025,GT Medya,1882466071372062774,🔗Kaynak: https://t.co/BgsyNUnJ0q,0,0,277,0,3617,0,https://twitter.com/gtmedyahaber/status/1882466071372062774,Twitter for iPhone,,,http://dha.com.tr/2571010,,,Afet,Afet,"{'Afet': np.float32(0.48097476), 'Sağlık': np.float32(0.45557636), 'Kültür & Sanat': np.float32(0.014918397), 'Spor': np.float32(0.013149407), 'Teknoloji': np.float32(0.008411929), 'Bilim': np.float32(0.008321232), 'Ekonomi': np.float32(0.005050048), 'Savaş': np.float32(0.0037999388), 'Siyaset': np.float32(0.0037384923), 'Eğitim': np.float32(0.003586099), 'Gündem': np.float32(0.0024733974)}",Afet,0.48097476,Sağlık,0.45557636,Kültür & Sanat,0.014918397
146,24.01.2025,GT Medya,1882470537261433114,"Meral Akşener'in danışmanı, Akşener’in Cumhurbaşkanı Yardımcısı olacağı iddiasını yalanladı.

🗣️Cumhurbaşkanı yardımcısı olacağı iddiaları yanlış bile demiyorum, tamamen yalan. Sayın Akşener aktif siyaseti bıraktı.",1,0,843,0,3616,0,https://twitter.com/gtmedyahaber/status/1882470537261433114,Twitter for iPhone,,,,,,Gündem,Gündem,"{'Gündem': np.float32(0.96437144), 'Siyaset': np.float32(0.019069996), 'Savaş': np.float32(0.00388261), 'Eğitim': np.float32(0.0028871566), 'Teknoloji': np.float32(0.0025767582), 'Sağlık': np.float32(0.00213638), 'Bilim': np.float32(0.0013921065), 'Afet': np.float32(0.0012144109), 'Spor': np.float32(0.0009881691), 'Ekonomi': np.float32(0.00082901365), 'Kültür & Sanat': np.float32(0.00065200997)}",Gündem,0.96437144,Siyaset,0.019069996,Savaş,0.00388261
114,24.01.2025,GT Medya,1882470706304401756,🔗Kaynak: https://t.co/TLlW8teyby,0,0,294,0,3617,0,https://twitter.com/gtmedyahaber/status/1882470706304401756,Twitter for iPhone,,,https://tr.euronews.com/2025/01/23/meral-aksener-aktif-siyaseti-birakti-cumhurbaskani-yardimciligi-iddiasi-tamamen-yalan?utm_source=Twitter&utm_medium=Social,,,Sağlık,Sağlık,"{'Sağlık': np.float32(0.6523455), 'Afet': np.float32(0.25573266), 'Kültür & Sanat': np.float32(0.04131759), 'Spor': np.float32(0.018463956), 'Bilim': np.float32(0.008152651), 'Ekonomi': np.float32(0.006177319), 'Teknoloji': np.float32(0.0058417344), 'Eğitim': np.float32(0.003909217), 'Siyaset': np.float32(0.0037774125), 'Gündem': np.float32(0.00214466), 'Savaş': np.float32(0.002137385)}",Sağlık,0.6523455,Afet,0.25573266,Kültür & Sanat,0.04131759
144,24.01.2025,GT Medya,1882481500723327171,"İYİ Parti Grup Başkanvekili Çömez, Kültür ve Turizm Bakanı Ersoy’u istifaya davet etti.

🗣️Mehmet Nuri Ersoy’un sahibi olduğu ETS Tur yanan otele çok iyi puan vermiş. Hayatını kaybedenlerin çoğu da bu puana bakıp rezervasyon yaptıranlar. Bakan bey bu işten epey de para kazanmış. https://t.co/Nmgt6Heipd",3,0,418,0,3616,0,https://twitter.com/gtmedyahaber/status/1882481500723327171,Twitter for iPhone,https://pbs.twimg.com/media/Gh_q8hZXAAAhoFL.jpg,,,,,Siyaset,Siyaset,"{'Siyaset': np.float32(0.99052596), 'Afet': np.float32(0.0020479125), 'Ekonomi': np.float32(0.0015592146), 'Kültür & Sanat': np.float32(0.0009935311), 'Spor': np.float32(0.00087559485), 'Teknoloji': np.float32(0.0008650956), 'Sağlık': np.float32(0.0007709961), 'Savaş': np.float32(0.00066963455), 'Gündem': np.float32(0.0006459785), 'Bilim': np.float32(0.0005506207), 'Eğitim': np.float32(0.00049562677)}",Siyaset,0.99052596,Afet,0.0020479125,Ekonomi,0.0015592146
112,24.01.2025,GT Medya,1882481701030596811,🔗Kaynak: https://t.co/VvP6egyzew,0,0,308,0,3617,0,https://twitter.com/gtmedyahaber/status/1882481701030596811,Twitter for iPhone,,,https://ankahaber.net/haber/detay/iyi_partili_comezden_ets_turun_sahibi_de_olan_bakan_ersoya_istifa_cagrisi_bakan_bey_bu_isten_epey_para_kazanmis_216821,,,Afet,Afet,"{'Afet': np.float32(0.90508527), 'Sağlık': np.float32(0.05415822), 'Kültür & Sanat': np.float32(0.012421646), 'Teknoloji': np.float32(0.005600127), 'Spor': np.float32(0.0050665354), 'Bilim': np.float32(0.004945652), 'Ekonomi': np.float32(0.0034939863), 'Siyaset': np.float32(0.002961292), 'Eğitim': np.float32(0.0027921558), 'Gündem': np.float32(0.002104415), 'Savaş': np.float32(0.0013707357)}",Afet,0.90508527,Sağlık,0.05415822,Kültür & Sanat,0.012421646
110,24.01.2025,GT Medya,1882490349140201679,"Fenerbahçe-Lyon maçında Fenerbahçe, Bolu'da yaşanan otel yangınından dolayı sahaya ""Ülkemizin ve camiamızın başı sağ olsun."" yazılı pankartla çıktı.
 https://t.co/d6bzMtmUgZ",1,0,723,0,3617,0,https://twitter.com/gtmedyahaber/status/1882490349140201679,Twitter for iPhone,https://pbs.twimg.com/amplify_video_thumb/1882476062229078016/img/VZ0juihgHkEEIoE4.jpg,,,,,Spor,Spor,"{'Spor': np.float32(0.74954337), 'Afet': np.float32(0.15034358), 'Sağlık': np.float32(0.03888509), 'Gündem': np.float32(0.010976886), 'Kültür & Sanat': np.float32(0.0104091335), 'Bilim': np.float32(0.008028981), 'Savaş': np.float32(0.0071288617), 'Teknoloji': np.float32(0.007112161), 'Eğitim': np.float32(0.0062549454), 'Ekonomi': np.float32(0.006129946), 'Siyaset': np.float32(0.005187129)}",Spor,0.74954337,Afet,0.15034358,Sağlık,0.03888509
141,24.01.2025,GT Medya,1882503399452852725,"Galatasaray Spor Kulübü hakkında ""yasa dışı bahse teşvik"" suçundan verilen takipsizlik kararı kaldırıldı.

📌İstanbul Sulh Ceza Hakimliğince verilen kararda, takipsizlik kararına Spor Toto Teşkilat Başkanlığınca itiraz edildiği açıklandı. https://t.co/GixbzfG8Jd",2,0,451,0,3616,0,https://twitter.com/gtmedyahaber/status/1882503399452852725,Twitter for iPhone,https://pbs.twimg.com/media/Gh_-3L5WwAEtjxg.jpg,,,,,Spor,Spor,"{'Spor': np.float32(0.8185886), 'Siyaset': np.float32(0.1291092), 'Teknoloji': np.float32(0.010735221), 'Savaş': np.float32(0.009367039), 'Gündem': np.float32(0.006591626), 'Kültür & Sanat': np.float32(0.006053161), 'Ekonomi': np.float32(0.0053386977), 'Afet': np.float32(0.0043070177), 'Bilim': np.float32(0.00373477), 'Eğitim': np.float32(0.003103115), 'Sağlık': np.float32(0.003071391)}",Spor,0.8185886,Siyaset,0.1291092,Teknoloji,0.010735221
109,24.01.2025,GT Medya,1882503538041037295,🔗Kaynak: https://t.co/kO7dMRPRCP,0,0,317,0,3617,0,https://twitter.com/gtmedyahaber/status/1882503538041037295,Twitter for iPhone,,,https://www.hurriyet.com.tr/sporarena/galatasaray-hakkinda-yasa-disi-bahse-tesvik-icin-takipsizlik-karari-kaldirildi-42669044#,,,Afet,Afet,"{'Afet': np.float32(0.89883274), 'Sağlık': np.float32(0.056256257), 'Gündem': np.float32(0.008590109), 'Kültür & Sanat': np.float32(0.0071877884), 'Teknoloji': np.float32(0.0066251466), 'Eğitim': np.float32(0.005201318), 'Bilim': np.float32(0.004311789), 'Savaş': np.float32(0.0035390602), 'Ekonomi': np.float32(0.0033472), 'Siyaset': np.float32(0.0033328775), 'Spor': np.float32(0.0027757124)}",Afet,0.89883274,Sağlık,0.056256257,Gündem,0.008590109
106,24.01.2025,GT Medya,1882512944631791689,"CHP Genel Başkanı Özgür Özel, Ümit Özdağ'ın tutuklanması nedeniyle yarın saat 11.30’da Zafer Partisi Genel Merkezi'ni ziyaret edecek. https://t.co/lr5Y9IETmy",4,1,510,0,3617,0,https://twitter.com/gtmedyahaber/status/1882512944631791689,Twitter for iPhone,https://pbs.twimg.com/media/GiAHi4KWEAAoe-f.jpg,,,,,Siyaset,Siyaset,"{'Siyaset': np.float32(0.9952905), 'Gündem': np.float32(0.0010608623), 'Savaş': np.float32(0.00073145406), 'Ekonomi': np.float32(0.000722423), 'Teknoloji': np.float32(0.0004223724), 'Spor': np.float32(0.0003952673), 'Kültür & Sanat': np.float32(0.00036778947), 'Afet': np.float32(0.00034540094), 'Bilim': np.float32(0.00028066212), 'Eğitim': np.float32(0.00019985976), 'Sağlık': np.float32(0.00018345306)}",Siyaset,0.9952905,Gündem,0.0010608623,Savaş,0.00073145406
107,24.01.2025,GT Medya,1882513124529770759,🔗Kaynak: https://t.co/vdgkangXrQ,0,0,317,0,3617,0,https://twitter.com/gtmedyahaber/status/1882513124529770759,Twitter for iPhone,,,https://www.tele1.com.tr/ozgur-ozel-zafer-partisini-ziyaret-edecek,,,Afet,Afet,"{'Afet': np.float32(0.8921626), 'Sağlık': np.float32(0.07401403), 'Kültür & Sanat': np.float32(0.011943465), 'Spor': np.float32(0.0046807737), 'Teknoloji': np.float32(0.0032137078), 'Siyaset': np.float32(0.0029141116), 'Bilim': np.float32(0.0026748176), 'Ekonomi': np.float32(0.002538498), 'Eğitim': np.float32(0.0020355266), 'Gündem': np.float32(0.0019362489), 'Savaş': np.float32(0.0018862501)}",Afet,0.8921626,Sağlık,0.07401403,Kültür & Sanat,0.011943465
137,24.01.2025,GT Medya,1882517428653146281,"Kadıköy’de gol sesi çıkmadı.

Maç sonucu: 

Fenerbahçe 0-0 Lyon https://t.co/eeqyqlmS9A",0,0,370,0,3616,0,https://twitter.com/gtmedyahaber/status/1882517428653146281,Twitter for iPhone,https://pbs.twimg.com/media/GiALn08WYAAom47.jpg,,,,,Spor,Spor,"{'Spor': np.float32(0.98095185), 'Sağlık': np.float32(0.0035056828), 'Teknoloji': np.float32(0.0024645138), 'Kültür & Sanat': np.float32(0.0023507394), 'Bilim': np.float32(0.0020059077), 'Gündem': np.float32(0.0019581455), 'Savaş': np.float32(0.0019227782), 'Siyaset': np.float32(0.001656227), 'Ekonomi': np.float32(0.0013907687), 'Eğitim': np.float32(0.0009970857), 'Afet': np.float32(0.00079618965)}",Spor,0.98095185,Sağlık,0.0035056828,Teknoloji,0.0024645138
135,24.01.2025,GT Medya,1882518909510922637,"Hatay’ın Dörtyol ilçesinde faaliyet gösteren Yolbulan Metal fabrikasında çalışan işçiler, 211 gündür grevde.

📌İşçiler, toplu iş sözleşmesi sürecinde anlaşma sağlanamaması sebebiyle grevde olduklarını belirtti. https://t.co/z3DDlXHNHZ",2,0,474,0,3616,0,https://twitter.com/gtmedyahaber/status/1882518909510922637,Twitter for iPhone,https://pbs.twimg.com/media/GiAM9_dXgAAVRI-.jpg,,,,,Sağlık,Sağlık,"{'Sağlık': np.float32(0.5636106), 'Afet': np.float32(0.2587287), 'Gündem': np.float32(0.046432592), 'Kültür & Sanat': np.float32(0.02953837), 'Teknoloji': np.float32(0.028833471), 'Ekonomi': np.float32(0.018521667), 'Bilim': np.float32(0.01716044), 'Eğitim': np.float32(0.013812691), 'Spor': np.float32(0.012929547), 'Siyaset': np.float32(0.0056660348), 'Savaş': np.float32(0.004765811)}",Sağlık,0.5636106,Afet,0.2587287,Gündem,0.046432592
102,24.01.2025,GT Medya,1882519057095901618,🔗Kaynak: https://t.co/bs4fGMXTM4,0,1,314,0,3617,0,https://twitter.com/gtmedyahaber/status/1882519057095901618,Twitter for iPhone,,,https://www.iha.com.tr/hatay-haberleri/yolbulan-metalde-iscilerin-grevi-211-gundur-devam-ediyor-180199113,,,Afet,Afet,"{'Afet': np.float32(0.6324391), 'Sağlık': np.float32(0.29003182), 'Teknoloji': np.float32(0.015409747), 'Kültür & Sanat': np.float32(0.013926513), 'Gündem': np.float32(0.011636248), 'Bilim': np.float32(0.009863769), 'Spor': np.float32(0.009778205), 'Ekonomi': np.float32(0.0050803856), 'Eğitim': np.float32(0.004485894), 'Siyaset': np.float32(0.0037606203), 'Savaş': np.float32(0.0035877689)}",Afet,0.6324391,Sağlık,0.29003182,Teknoloji,0.015409747
205,24.01.2025,GT Medya,1882668494761726247,"Ünlü menajer Ayşe Barım, “Türkiye Cumhuriyeti Hükümetini Ortadan Kaldırmaya veya Görevini Yapmasını Engellemeye Teşebbüs Etme” suçundan gözaltına alındı.

📌 Barım’ın Gezi Parkı Olayları’na katılması ve menajerlik şirketindeki oyuncuları Gezi Parkı’na yönlendirmesi, iddiası gözaltına alınmasında gerekçe olarak kabul edildi.",4,1,1356,0,3618,0,https://twitter.com/gtmedyahaber/status/1882668494761726247,Twitter for iPhone,https://pbs.twimg.com/media/GiCVA-xWwAA4XdG.jpg,,,,,Siyaset,Siyaset,"{'Siyaset': np.float32(0.6681353), 'Spor': np.float32(0.17488934), 'Savaş': np.float32(0.07619101), 'Teknoloji': np.float32(0.024129052), 'Ekonomi': np.float32(0.013369524), 'Gündem': np.float32(0.012537146), 'Kültür & Sanat': np.float32(0.011784564), 'Eğitim': np.float32(0.005408214), 'Bilim': np.float32(0.0052224784), 'Sağlık': np.float32(0.0044669816), 'Afet': np.float32(0.003866505)}",Siyaset,0.6681353,Spor,0.17488934,Savaş,0.07619101
100,24.01.2025,GT Medya,1882668499467997657,"🔗Kaynak:

https://t.co/qvLrDcXcqz",0,0,360,0,3617,0,https://twitter.com/gtmedyahaber/status/1882668499467997657,Twitter for iPhone,,,https://www.cumhuriyet.com.tr/turkiye/son-dakika-ayse-barim-gozaltina-alindi-2292359,,,Afet,Afet,"{'Afet': np.float32(0.7417213), 'Sağlık': np.float32(0.21230936), 'Kültür & Sanat': np.float32(0.015091345), 'Spor': np.float32(0.005620528), 'Teknoloji': np.float32(0.0047426466), 'Bilim': np.float32(0.0047132308), 'Ekonomi': np.float32(0.004163352), 'Eğitim': np.float32(0.0033994112), 'Siyaset': np.float32(0.003380254), 'Savaş': np.float32(0.003040854), 'Gündem': np.float32(0.0018177995)}",Afet,0.7417213,Sağlık,0.21230936,Kültür & Sanat,0.015091345
131,24.01.2025,GT Medya,1882687697942396998,"ABD Başkanı Donald Trump, Kuzey Kore lideri Kim Jong-un ile tekrar iletişime geçeceğini açıkladı.

🗣️Trump: Kim Jong-un akıllı bir adam. Beni seviyor ve ben de onunla iyi anlaşıyorum.

📌Trump, Haziran 2019'da Kim Jong-un ile yarımadayı Kuzey ve Güney Kore olarak ikiye bölen silahsızlandırılmış bölgede bir araya gelmiş ve Kuzey Kore topraklarına ayak basan ilk ABD Başkanı olmuştu.",0,0,813,0,3616,0,https://twitter.com/gtmedyahaber/status/1882687697942396998,Twitter for iPhone,https://pbs.twimg.com/media/GiCme3fXUAAReGY.jpg,,,,,Gündem,Gündem,"{'Gündem': np.float32(0.5111556), 'Savaş': np.float32(0.39096645), 'Siyaset': np.float32(0.029688943), 'Teknoloji': np.float32(0.019295763), 'Sağlık': np.float32(0.016600896), 'Spor': np.float32(0.0092736), 'Eğitim': np.float32(0.00871716), 'Ekonomi': np.float32(0.005403165), 'Bilim': np.float32(0.005023416), 'Kültür & Sanat': np.float32(0.001972905), 'Afet': np.float32(0.0019021124)}",Gündem,0.5111556,Savaş,0.39096645,Siyaset,0.029688943
98,24.01.2025,GT Medya,1882687970156949876,🔗Kaynak: https://t.co/CyoYz07I18,0,0,336,0,3617,0,https://twitter.com/gtmedyahaber/status/1882687970156949876,Twitter for iPhone,,,https://www.birgun.net/haber/trump-kuzey-kore-lideri-kim-ile-gorusecegini-acikladi-593453,,,Sağlık,Sağlık,"{'Sağlık': np.float32(0.7628286), 'Afet': np.float32(0.14009319), 'Kültür & Sanat': np.float32(0.023097295), 'Teknoloji': np.float32(0.019849733), 'Spor': np.float32(0.016490836), 'Bilim': np.float32(0.011821868), 'Savaş': np.float32(0.007827235), 'Gündem': np.float32(0.006693177), 'Ekonomi': np.float32(0.004324416), 'Eğitim': np.float32(0.0042581726), 'Siyaset': np.float32(0.0027154793)}",Sağlık,0.7628286,Afet,0.14009319,Kültür & Sanat,0.023097295
