#,Date,Author Name,Tweet ID,Text,Likes,Retweet Count,Views Count,Bookmark Count,Authors Followers Count,Mention Count,Tweet URL,Source,Medias,User Mentions,URLs,Hashtags,Unnamed: 17,Prediction
159,24.01.2025,GT Medya,1882416458204143713,"İstanbul'da terör örgütü DEAŞ'e yönelik operasyonda, Türkiye'ye saldırı hazırlığında oldukları değerlendirilen 9 şüpheli gözaltına alındı.

📌 Şüphelilerden 3'ünün sınır dışı edileceği öğrenilirken, diğerlerinin emniyetteki işlemleri sürüyor. https://t.co/cgt0WONEHD",0,0,355,0,3616,0,https://twitter.com/gtmedyahaber/status/1882416458204143713,Twitter Web App,https://pbs.twimg.com/media/Gh-vsd9WoAAk-rY.jpg,,,,,Savaş
128,24.01.2025,GT Medya,1882416754099646594,Kaynak:https://t.co/IuFFzpmDFa,1,0,269,0,3617,0,https://twitter.com/gtmedyahaber/status/1882416754099646594,Twitter Web App,,,https://www.aa.com.tr/tr/gundem/istanbulda-teror-orgutu-deasa-yonelik-operasyonda-9-zanli-yakalandi/3460142,,,Afet
124,24.01.2025,GT Medya,1882417986298109953,"Cumhurbaşkanı Erdoğan, Yargı Reformu Stratejisi Tanıtım Toplantısı'nda konuştu:

🗣️Trafikte saldırı amacıyla araçlarından inen sürücülerin ehliyetine el konulacak.
🗣️ Nafakaya ilişkin yeni bir düzenleme yapılacak.

(1/3) https://t.co/2QDQBXBkjm",0,0,598,0,3617,0,https://twitter.com/gtmedyahaber/status/1882417986298109953,Twitter Web App,https://pbs.twimg.com/media/Gh-wdOoWQAEb8YH.jpg,,,,,Gündem
157,24.01.2025,GT Medya,1882419113542516965,"🗣️ Kısa süreli hapis cezasına seçenek yaptırımların kapsamı genişletilecek.
🗣️ Aile içi ve kadına yönelik şiddet suçları soruşturma büroları ülke sathında yaygınlaştırılacak.

(3/3)",1,0,392,0,3616,0,https://twitter.com/gtmedyahaber/status/1882419113542516965,Twitter Web App,,,,,,Siyaset
158,24.01.2025,GT Medya,1882420112764043765,Kaynak:https://t.co/3IMp0HrU53,0,0,325,0,3616,0,https://twitter.com/gtmedyahaber/status/1882420112764043765,Twitter Web App,,,https://www.aa.com.tr/tr/gundem/cumhurbaskani-erdogan-yeni-strateji-belgesiyle-etkin-ve-hizli-isleyen-bir-adalet-sistemi-insa-edecegiz/3460166,,,Afet
154,24.01.2025,GT Medya,1882424996246765798,"🚨#SonDakika: Elazığ'da maden ocağında patlama meydana geldi, 2 işçi göçük altında kaldı. https://t.co/R8fJwLrJN0",3,2,932,0,3616,0,https://twitter.com/gtmedyahaber/status/1882424996246765798,Twitter Web App,https://pbs.twimg.com/media/Gh-3hblXkAA_wem.jpg,,,,SonDakika,Gündem
155,24.01.2025,GT Medya,1882425368604516539,Kaynak: https://t.co/pFYtFPdO6d,1,0,485,0,3616,0,https://twitter.com/gtmedyahaber/status/1882425368604516539,Twitter Web App,,,https://x.com/birgun_gazetesi/status/1882420097568170371?s=12&t=kouJqqwQaa4Aoze3PzVORg,,,Afet
152,24.01.2025,GT Medya,1882429500291793056,"2025’in En iyi Film Oscar adayları, Akademi tarafından açıklandı:

🎥 Anora
🎥 The Brutalist
🎥 A Complete Unknown
🎥 Conclave
🎥 Dune: Part Two
🎥 Emilia Perez
🎥 I’m Still Here
🎥 Nickel Boys
🎥 The Substance 
🎥 Wicked https://t.co/bLnmZf6QGH",2,0,413,0,3616,0,https://twitter.com/gtmedyahaber/status/1882429500291793056,Twitter Web App,https://pbs.twimg.com/media/Gh-7EoRXkAAwjKG.jpg,,,,,Kültür & Sanat
153,24.01.2025,GT Medya,1882429712015958446,Kaynak: https://t.co/058U8pk4QV,0,0,487,0,3616,0,https://twitter.com/gtmedyahaber/status/1882429712015958446,Twitter Web App,,,https://x.com/TheAcademy/status/1882425285221790182,,,Afet
150,24.01.2025,GT Medya,1882431581262172611,"2025’in En İyi Uluslararası Film Oscar adayları, Akademi tarafından açıklandı:

🎥 I’m Still Here (Brezilya)
🎥 The Girl With The Needle (Danimarka)
🎥 Emilia Perez (Fransa)
🎥 The Seed Of The Sacred Fig (Almanya)
🎥 Flow (Letonya) https://t.co/Z3tHbG8aGf",2,0,396,0,3616,0,https://twitter.com/gtmedyahaber/status/1882431581262172611,Twitter Web App,https://pbs.twimg.com/media/Gh-9cXAXMAAkaQb.jpg,,,,,Kültür & Sanat
151,24.01.2025,GT Medya,1882431673511682476,Kaynak: https://t.co/6EOb8uEsyE,0,0,455,0,3616,0,https://twitter.com/gtmedyahaber/status/1882431673511682476,Twitter Web App,,,https://x.com/theacademy/status/1882424014968324494?s=12&t=kouJqqwQaa4Aoze3PzVORg,,,Afet
115,24.01.2025,GT Medya,1882465866677412062,"Dezenformasyonla Mücadele Merkezi, Kartalkaya’da yanan otelin yıkılacağına ilişkin iddiaları yalanladı.

📌Hasar tespit çalışmaları kapsamında, kesin raporun çıkmasının ardından binayla ilgili güçlendirme çalışması yapılmasına ya da yıkılmasına karar verileceği belirtildi. https://t.co/VZq7gqOUi6",2,0,415,0,3617,0,https://twitter.com/gtmedyahaber/status/1882465866677412062,Twitter for iPhone,https://pbs.twimg.com/media/Gh_cueDW8AA9icJ.jpg,,,,,Siyaset
116,24.01.2025,GT Medya,1882466071372062774,🔗Kaynak: https://t.co/BgsyNUnJ0q,0,0,277,0,3617,0,https://twitter.com/gtmedyahaber/status/1882466071372062774,Twitter for iPhone,,,http://dha.com.tr/2571010,,,Afet
146,24.01.2025,GT Medya,1882470537261433114,"Meral Akşener'in danışmanı, Akşener’in Cumhurbaşkanı Yardımcısı olacağı iddiasını yalanladı.

🗣️Cumhurbaşkanı yardımcısı olacağı iddiaları yanlış bile demiyorum, tamamen yalan. Sayın Akşener aktif siyaseti bıraktı.",1,0,843,0,3616,0,https://twitter.com/gtmedyahaber/status/1882470537261433114,Twitter for iPhone,,,,,,Gündem
114,24.01.2025,GT Medya,1882470706304401756,🔗Kaynak: https://t.co/TLlW8teyby,0,0,294,0,3617,0,https://twitter.com/gtmedyahaber/status/1882470706304401756,Twitter for iPhone,,,https://tr.euronews.com/2025/01/23/meral-aksener-aktif-siyaseti-birakti-cumhurbaskani-yardimciligi-iddiasi-tamamen-yalan?utm_source=Twitter&utm_medium=Social,,,Sağlık
144,24.01.2025,GT Medya,1882481500723327171,"İYİ Parti Grup Başkanvekili Çömez, Kültür ve Turizm Bakanı Ersoy’u istifaya davet etti.

🗣️Mehmet Nuri Ersoy’un sahibi olduğu ETS Tur yanan otele çok iyi puan vermiş. Hayatını kaybedenlerin çoğu da bu puana bakıp rezervasyon yaptıranlar. Bakan bey bu işten epey de para kazanmış. https://t.co/Nmgt6Heipd",3,0,418,0,3616,0,https://twitter.com/gtmedyahaber/status/1882481500723327171,Twitter for iPhone,https://pbs.twimg.com/media/Gh_q8hZXAAAhoFL.jpg,,,,,Siyaset
112,24.01.2025,GT Medya,1882481701030596811,🔗Kaynak: https://t.co/VvP6egyzew,0,0,308,0,3617,0,https://twitter.com/gtmedyahaber/status/1882481701030596811,Twitter for iPhone,,,https://ankahaber.net/haber/detay/iyi_partili_comezden_ets_turun_sahibi_de_olan_bakan_ersoya_istifa_cagrisi_bakan_bey_bu_isten_epey_para_kazanmis_216821,,,Afet
110,24.01.2025,GT Medya,1882490349140201679,"Fenerbahçe-Lyon maçında Fenerbahçe, Bolu'da yaşanan otel yangınından dolayı sahaya ""Ülkemizin ve camiamızın başı sağ olsun."" yazılı pankartla çıktı.
 https://t.co/d6bzMtmUgZ",1,0,723,0,3617,0,https://twitter.com/gtmedyahaber/status/1882490349140201679,Twitter for iPhone,https://pbs.twimg.com/amplify_video_thumb/1882476062229078016/img/VZ0juihgHkEEIoE4.jpg,,,,,Spor
141,24.01.2025,GT Medya,1882503399452852725,"Galatasaray Spor Kulübü hakkında ""yasa dışı bahse teşvik"" suçundan verilen takipsizlik kararı kaldırıldı.

📌İstanbul Sulh Ceza Hakimliğince verilen kararda, takipsizlik kararına Spor Toto Teşkilat Başkanlığınca itiraz edildiği açıklandı. https://t.co/GixbzfG8Jd",2,0,451,0,3616,0,https://twitter.com/gtmedyahaber/status/1882503399452852725,Twitter for iPhone,https://pbs.twimg.com/media/Gh_-3L5WwAEtjxg.jpg,,,,,Spor
109,24.01.2025,GT Medya,1882503538041037295,🔗Kaynak: https://t.co/kO7dMRPRCP,0,0,317,0,3617,0,https://twitter.com/gtmedyahaber/status/1882503538041037295,Twitter for iPhone,,,https://www.hurriyet.com.tr/sporarena/galatasaray-hakkinda-yasa-disi-bahse-tesvik-icin-takipsizlik-karari-kaldirildi-42669044#,,,Afet
106,24.01.2025,GT Medya,1882512944631791689,"CHP Genel Başkanı Özgür Özel, Ümit Özdağ'ın tutuklanması nedeniyle yarın saat 11.30’da Zafer Partisi Genel Merkezi'ni ziyaret edecek. https://t.co/lr5Y9IETmy",4,1,510,0,3617,0,https://twitter.com/gtmedyahaber/status/1882512944631791689,Twitter for iPhone,https://pbs.twimg.com/media/GiAHi4KWEAAoe-f.jpg,,,,,Siyaset
107,24.01.2025,GT Medya,1882513124529770759,🔗Kaynak: https://t.co/vdgkangXrQ,0,0,317,0,3617,0,https://twitter.com/gtmedyahaber/status/1882513124529770759,Twitter for iPhone,,,https://www.tele1.com.tr/ozgur-ozel-zafer-partisini-ziyaret-edecek,,,Afet
137,24.01.2025,GT Medya,1882517428653146281,"Kadıköy’de gol sesi çıkmadı.

Maç sonucu: 

Fenerbahçe 0-0 Lyon https://t.co/eeqyqlmS9A",0,0,370,0,3616,0,https://twitter.com/gtmedyahaber/status/1882517428653146281,Twitter for iPhone,https://pbs.twimg.com/media/GiALn08WYAAom47.jpg,,,,,Spor
135,24.01.2025,GT Medya,1882518909510922637,"Hatay’ın Dörtyol ilçesinde faaliyet gösteren Yolbulan Metal fabrikasında çalışan işçiler, 211 gündür grevde.

📌İşçiler, toplu iş sözleşmesi sürecinde anlaşma sağlanamaması sebebiyle grevde olduklarını belirtti. https://t.co/z3DDlXHNHZ",2,0,474,0,3616,0,https://twitter.com/gtmedyahaber/status/1882518909510922637,Twitter for iPhone,https://pbs.twimg.com/media/GiAM9_dXgAAVRI-.jpg,,,,,Sağlık
102,24.01.2025,GT Medya,1882519057095901618,🔗Kaynak: https://t.co/bs4fGMXTM4,0,1,314,0,3617,0,https://twitter.com/gtmedyahaber/status/1882519057095901618,Twitter for iPhone,,,https://www.iha.com.tr/hatay-haberleri/yolbulan-metalde-iscilerin-grevi-211-gundur-devam-ediyor-180199113,,,Afet
205,24.01.2025,GT Medya,1882668494761726247,"Ünlü menajer Ayşe Barım, “Türkiye Cumhuriyeti Hükümetini Ortadan Kaldırmaya veya Görevini Yapmasını Engellemeye Teşebbüs Etme” suçundan gözaltına alındı.

📌 Barım’ın Gezi Parkı Olayları’na katılması ve menajerlik şirketindeki oyuncuları Gezi Parkı’na yönlendirmesi, iddiası gözaltına alınmasında gerekçe olarak kabul edildi.",4,1,1356,0,3618,0,https://twitter.com/gtmedyahaber/status/1882668494761726247,Twitter for iPhone,https://pbs.twimg.com/media/GiCVA-xWwAA4XdG.jpg,,,,,Siyaset
100,24.01.2025,GT Medya,1882668499467997657,"🔗Kaynak:

https://t.co/qvLrDcXcqz",0,0,360,0,3617,0,https://twitter.com/gtmedyahaber/status/1882668499467997657,Twitter for iPhone,,,https://www.cumhuriyet.com.tr/turkiye/son-dakika-ayse-barim-gozaltina-alindi-2292359,,,Afet
131,24.01.2025,GT Medya,1882687697942396998,"ABD Başkanı Donald Trump, Kuzey Kore lideri Kim Jong-un ile tekrar iletişime geçeceğini açıkladı.

🗣️Trump: Kim Jong-un akıllı bir adam. Beni seviyor ve ben de onunla iyi anlaşıyorum.

📌Trump, Haziran 2019'da Kim Jong-un ile yarımadayı Kuzey ve Güney Kore olarak ikiye bölen silahsızlandırılmış bölgede bir araya gelmiş ve Kuzey Kore topraklarına ayak basan ilk ABD Başkanı olmuştu.",0,0,813,0,3616,0,https://twitter.com/gtmedyahaber/status/1882687697942396998,Twitter for iPhone,https://pbs.twimg.com/media/GiCme3fXUAAReGY.jpg,,,,,Gündem
98,24.01.2025,GT Medya,1882687970156949876,🔗Kaynak: https://t.co/CyoYz07I18,0,0,336,0,3617,0,https://twitter.com/gtmedyahaber/status/1882687970156949876,Twitter for iPhone,,,https://www.birgun.net/haber/trump-kuzey-kore-lideri-kim-ile-gorusecegini-acikladi-593453,,,Sağlık
201,24.01.2025,GT Medya,1882698721391190074,"ABD Başkanı Trump, 35'nci ABD başkanı John F. Kennedy, kardeşi Robert F. Kennedy ve ABD’li aktivist Martin Luther King suikastları ile ilgili belgelerin gizliliğinin kaldırılmasını öngören kararnameyi imzaladı. https://t.co/wCCSGoBc8K",4,0,371,0,3618,0,https://twitter.com/gtmedyahaber/status/1882698721391190074,Twitter for iPhone,https://pbs.twimg.com/media/GiCwgd8W4AAN7nW.jpg,,,,,Siyaset
96,24.01.2025,GT Medya,1882698907416940643,🔗Kaynak: https://t.co/y1cG8JIbxI,0,0,252,0,3617,0,https://twitter.com/gtmedyahaber/status/1882698907416940643,Twitter for iPhone,,,http://dha.com.tr/2571125,,,Afet
93,24.01.2025,GT Medya,1882702454753742883,"BirGün’den Mustafa Bildircin’in haberine göre, Diyanet Vakfı’na bağlı fuar ve reklamcılık şirketinin sermayesi 1 milyon TL artırılarak 2 milyon TL’ye yükseltildi. https://t.co/sHFsD0jHyz",3,0,319,0,3617,0,https://twitter.com/gtmedyahaber/status/1882702454753742883,Twitter for iPhone,https://pbs.twimg.com/media/GiCz5toWIAAI1IH.jpg,,,,,Gündem
94,24.01.2025,GT Medya,1882702575109357865,🔗Kaynak: https://t.co/tAnoEtgv1x,0,0,244,0,3617,0,https://twitter.com/gtmedyahaber/status/1882702575109357865,Twitter for iPhone,,,https://www.birgun.net/haber/diyanetin-sirketi-sermayeyi-katladi-593388,,,Sağlık
125,24.01.2025,GT Medya,1882708818813132977,"İstanbul Valiliği, Tuzla’da sabah saatlerinde meydana gelen kazada 1 kişinin hayatını kaybettiğini, 14 kişinin yaralandığını açıkladı. https://t.co/9WQMWwnqOg",3,0,420,0,3616,0,https://twitter.com/gtmedyahaber/status/1882708818813132977,Twitter for iPhone,https://pbs.twimg.com/media/GiC5sKaXIAA8Dsp.jpg,,,,,Sağlık
92,24.01.2025,GT Medya,1882708944998871484,🔗Kaynak: https://t.co/vseHdb5THU,0,0,272,0,3617,0,https://twitter.com/gtmedyahaber/status/1882708944998871484,Twitter for iPhone,,,https://ankahaber.net/haber/detay/istanbul_valiligi_tuzlada_servis_kazasinda_bir_kisi_oldu_biri_agir_14_kisi_yaralandi_216881,,,Afet
89,24.01.2025,GT Medya,1882727221414002915,"Bolu Belediye Başkanı Özcan, Kartalkaya’da yaşanan yangın faciasına ilişkin oluşturulan bilirkişi heyetine dosyadan el çektirildiğini iddia etti.

🗣️Dün akşam itibarıyla beğenmedikleri ön inceleme raporunu tanzim ettikleri için yedi bilirkişiden talep alınarak dosyadan el çektirilmeleri sağlanmıştır.",6,0,564,0,3617,0,https://twitter.com/gtmedyahaber/status/1882727221414002915,Twitter for iPhone,https://pbs.twimg.com/media/GiDKbRiXoAAAyx1.jpg,,,,,Afet
90,24.01.2025,GT Medya,1882727354809930179,🔗Kaynak: https://t.co/3J1SZKYj3X,1,0,266,0,3617,0,https://twitter.com/gtmedyahaber/status/1882727354809930179,Twitter for iPhone,,,https://ankahaber.net/haber/detay/kartalkayadaki_otel_yangini_faciasi%E2%80%A6_tanju_ozcan_on_inceleme_raporunu_tanzim_eden_yedi_bilirkisi_dosyadan_el_cektirildi_216922,,,Afet
193,24.01.2025,GT Medya,1882727586259955827,Gazeteci Deniz Arman 64 yaşında hayatını kaybetti. https://t.co/ji9zK26UT9,2,0,566,0,3618,0,https://twitter.com/gtmedyahaber/status/1882727586259955827,Twitter for iPhone,https://pbs.twimg.com/media/GiDKwr8XMAAviiM.jpg,,,,,Sağlık
88,24.01.2025,GT Medya,1882727694057840641,🔗Kaynak: https://t.co/ZZ8hwC3tJj,0,0,247,0,3617,0,https://twitter.com/gtmedyahaber/status/1882727694057840641,Twitter for iPhone,,,https://www.tgrthaber.com/gundem/deniz-arman-hayatini-kaybetti-2994871,,,Afet
191,24.01.2025,GT Medya,1882753378050306270,Menajer Ayşe Barım hakkında tekelleşme iddiasıyla yürütülen soruşturmada Dolunay Soysert ve Halit Ergenç ifadeye çağrıldı. https://t.co/jwPp4M2VEN,2,0,533,0,3618,0,https://twitter.com/gtmedyahaber/status/1882753378050306270,Twitter for iPhone,https://pbs.twimg.com/media/GiDiN8oXUAA_EHs.jpg,,,,,Spor
86,24.01.2025,GT Medya,1882753573567787457,🔗 Kaynak: https://t.co/crMGjRea71,0,0,297,0,3617,0,https://twitter.com/gtmedyahaber/status/1882753573567787457,Twitter for iPhone,,,https://www.birgun.net/haber/dolunay-soysert-ve-halit-ergenc-ifadeye-cagrildi-593588,,,Sağlık
189,24.01.2025,GT Medya,1882758655566860345,"Danıştay, Emniyet’in ses ve görüntü kaydı yasağına itirazını reddetti. 

📌Kararla, gazetecilerin toplumsal olaylarda görüntü almasının önündeki engel kaldırıldı. https://t.co/sqEPhW2XOJ",21,2,681,0,3618,0,https://twitter.com/gtmedyahaber/status/1882758655566860345,Twitter for iPhone,https://pbs.twimg.com/media/GiDnBFVWQAA_FPH.jpg,,,,,Siyaset
84,24.01.2025,GT Medya,1882758728220577948,🔗 Kaynak: https://t.co/M25HuMyspA,0,0,270,0,3617,0,https://twitter.com/gtmedyahaber/status/1882758728220577948,Twitter for iPhone,,,https://www.birgun.net/haber/danistay-dan-emniyete-goruntu-ve-ses-kaydi-yasagi-reddi-593593,,,Sağlık
187,24.01.2025,GT Medya,1882764823043428609,"Sosyal medya fenomeni Kerimcan Durmaz hakkında, yasa dışı bahisi teşvik ettiği gerekçesiyle yürütülen soruşturma tamamlandı. 

📌İstanbul Cumhuriyet Başsavcılığı Durmaz için 5 yıl 3 aya kadar hapis cezası talep etti. 

📌Durmaz, 7 Ocak’ta gözaltına alınmış ve bir gün sonra tutuklanmıştı.",3,1,2165,0,3618,0,https://twitter.com/gtmedyahaber/status/1882764823043428609,Twitter for iPhone,https://pbs.twimg.com/media/GiDsoGJXMAAoYos.jpg,,,,,Gündem
81,24.01.2025,GT Medya,1882764929385852980,🔗 Kaynak: https://t.co/scGp6uI0FY,1,0,426,0,3617,0,https://twitter.com/gtmedyahaber/status/1882764929385852980,Twitter for iPhone,,,https://www.cumhuriyet.com.tr/turkiye/son-dakika-kerimcan-durmaz-hakkindaki-sorusturma-tamamlandi-5-yil-3-2292508,,,Afet
184,25.01.2025,GT Medya,1882776067514958165,"CHP Genel Başkanı Özgür Özel, Grand Kartal Otel’de 78 kişinin yaşamını yitirdiği yangınla ilgili bilirkişi ön raporunu kamuoyu ile paylaştı.

🗣️ Raporu hazırlayan 7 kişilik heyete ve kamu görevlilerine baskı yapıldığı, raporun teslim alınmadığı, hatta bilirkişi heyetine görevden el çektirileceği duyumlarını alıyorum. Başta ilgili 2 bakan olmak üzere iktidarı bu tarihi hata, vebal ve suç konusunda uyarıyorum.",5,1,466,0,3618,0,https://twitter.com/gtmedyahaber/status/1882776067514958165,Twitter for iPhone,https://pbs.twimg.com/media/GiD22rBXcAABdvm.jpg,,,,,Afet
182,25.01.2025,GT Medya,1882793837271400720,"Diyanet İşleri Başkanlığı, taşra teşkilatındaki açık pozisyonlar için 50 ilçe müftüsü ve 6 kadın il müftü yardımcısı alımı yapacak. 

📌Başvurular, 31 Ocak'a kadar DİBBYS sistemi üzerinden yapılabilecek. 

📌Yazılı ve sözlü sınavlar 22 Şubat'ta Ankara'da gerçekleştirilecek. https://t.co/OFp53a5AvG",2,0,352,0,3618,0,https://twitter.com/gtmedyahaber/status/1882793837271400720,Twitter for iPhone,https://pbs.twimg.com/media/GiEHA6IWIAEi9gV.jpg,,,,,Eğitim
77,25.01.2025,GT Medya,1882793937284542748,🔗 Kaynak: https://t.co/RR9HjWRbus,0,0,244,0,3617,0,https://twitter.com/gtmedyahaber/status/1882793937284542748,Twitter for iPhone,,,https://www.aa.com.tr/tr/gundem/diyanet-50-ilce-muftusu-ve-6-kadin-il-muftu-yardimcisi-alacak/3461281,,,Afet
181,25.01.2025,GT Medya,1882794424545263643,"Cumhurbaşkanı Recep Tayyip Erdoğan, otobüsten oyuncak dağıttığı sırada, ""Evim yok"" diye seslenen bir vatandaş korumalar tarafından uzaklaştırıldı. https://t.co/7hkEXQ2qDD",5,0,1569,0,3618,0,https://twitter.com/gtmedyahaber/status/1882794424545263643,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/1882785305398243328/pu/img/zqzFY3oDx9uAJhOE.jpg,,,,,Sağlık
180,25.01.2025,GT Medya,1882799417260187933,"TARİHTE BUGÜN | 24 Ocak 2020 tarihinde 6.5 büyüklüğünde Elazığ Depremi meydana geldi.

📌Depremde Elazığ ve çevre illerde toplam 44 vatandaşımız hayatını kaybetti, 1607 vatandaşımız ise yaralandı.
 https://t.co/V0dBjYw5Jr",17,3,745,0,3618,0,https://twitter.com/gtmedyahaber/status/1882799417260187933,Twitter for iPhone,https://pbs.twimg.com/amplify_video_thumb/1882790504988860416/img/irBbdyu_8_ux5Td4.jpg,,,,,Afet
107,25.01.2025,GT Medya,1882803546590175494,"24.01.2022

TARİHTE BUGÜN | Türk sinemasının efsanevi oyuncularından Fatma Girik, İstanbul'da 79 yaşında hayata veda etti.

📌 Fatma Girik, sadece güçlü oyunculuğuyla değil, cesareti, duruşu ve halkın sesi olma çabasıyla da Türk halkının kalbinde taht kurdu. https://t.co/4LCgYFrTfp",2,0,290,0,3616,0,https://twitter.com/gtmedyahaber/status/1882803546590175494,Twitter for iPhone,https://pbs.twimg.com/media/GiEP2HjXwAA7fZW.jpg,,,,,Kültür & Sanat
178,25.01.2025,GT Medya,1882804620332003506,"24.01.2001

TARİHTE BUGÜN | Diyarbakır Emniyet Müdürü Ali Gaffar Okkan, hain bir pusu sonucu 5 korumasıyla birlikte şehit edildi. https://t.co/t8nTHpShfV",25,2,1310,0,3618,0,https://twitter.com/gtmedyahaber/status/1882804620332003506,Twitter for iPhone,https://pbs.twimg.com/media/GiEQ0nRXwAA_1GR.jpg,,,,,Savaş
176,25.01.2025,GT Medya,1882806019602223382,"Furkan Eğitim ve Hizmet Vakfı eski yöneticisi Alparslan Kuytul, Ankara'da gözaltına alındı. 

📌Kuytul'un ardından vakıf üyeleri Ulus Meydanı'nda protesto düzenledi, polis müdahalesiyle 34 kişi gözaltına alındı. https://t.co/taobGPMQDu",5,1,636,0,3618,0,https://twitter.com/gtmedyahaber/status/1882806019602223382,Twitter for iPhone,https://pbs.twimg.com/media/GiESGExXQAAzUqe.jpg,,,,,Savaş
71,25.01.2025,GT Medya,1882806091454841321,🔗 Kaynak: https://t.co/KFczIgJF6v,0,0,262,0,3617,0,https://twitter.com/gtmedyahaber/status/1882806091454841321,Twitter for iPhone,,,https://medyascope.tv/2025/01/24/alparslan-kuytul-gozaltina-alindi/,,,Afet
174,25.01.2025,GT Medya,1882808637921345654,"Adalet Bakanı Yılmaz Tunç, CHP lideri Özgür Özel’in paylaştığı Bolu Kartalkaya'daki yangın faciasına ilişkin bilirkişi heyeti ön raporuna “korsan” dedi. 

📌Tunç, raporun Bolu Cumhuriyet Başsavcılığına sunulmadığını ve resmi bir niteliği bulunmadığını belirterek, kamuoyunu yanıltmaya yönelik olduğunu ifade etti.",6,1,589,0,3618,0,https://twitter.com/gtmedyahaber/status/1882808637921345654,Twitter for iPhone,https://pbs.twimg.com/media/GiEUeetWYAAIVyG.jpg,,,,,Siyaset
102,25.01.2025,GT Medya,1882808749364326430,🔗 Kaynak: https://t.co/L9j8oCn4tM,0,0,311,0,3616,0,https://twitter.com/gtmedyahaber/status/1882808749364326430,Twitter for iPhone,,,https://www.cumhuriyet.com.tr/siyaset/bakan-tunctan-ozgur-ozele-bilirkisi-raporu-yaniti-korsan-metni-2292585,,,Afet
173,25.01.2025,GT Medya,1882825883909837011,"İYİ Parti Genel Başkanı Müsavat Dervişoğlu: 

🗣Sağda solda sorumlu aramaya gerek yoktur. Her olumsuzluğun sorumlusu, işbaşındaki iktidar ve onun başındaki Recep Tayyip Erdoğan'dır. https://t.co/mIjm6S7wtW",19,1,888,0,3618,0,https://twitter.com/gtmedyahaber/status/1882825883909837011,Twitter for iPhone,https://pbs.twimg.com/amplify_video_thumb/1882825780347965446/img/YAwc5W_RK_ESdZdS.jpg,,,,,Siyaset
171,25.01.2025,GT Medya,1882827362464927850,"Fenerbahçe, toplam borcunun 30 Kasım 2024 itibarıyla 12 milyar 452 milyon 57 bin 271 TL olduğunu açıkladı.

📌Yapılan açıklamada 01.06.2024 - 30.11.2024 tarihleri arasında 591 milyon 628 bin 240 TL kar edildiği bildirildi. https://t.co/XpnHA7PU8m",4,0,397,0,3618,0,https://twitter.com/gtmedyahaber/status/1882827362464927850,Twitter Web App,https://pbs.twimg.com/media/GiElcu5WkAEF7Ta.jpg,,,,,Spor
172,25.01.2025,GT Medya,1882827365207969966,🔗Kaynak: https://t.co/DTX8fWAtug,0,0,303,0,3618,0,https://twitter.com/gtmedyahaber/status/1882827365207969966,Twitter Web App,,,https://beinsports.com.tr/haber/fenerbahcenin-net-borcu-ve-geliri-belli-oldu,,,Sağlık
169,25.01.2025,GT Medya,1882837540501401635,"Kartalkaya'daki yangın faciasının ardından gözaltına alınan kişilerden 8'i, savcılıktaki ifadelerinden sonra tutuklama talebiyle hakimliğe sevk edildi. https://t.co/Xr8baHsNx8",3,0,406,0,3618,0,https://twitter.com/gtmedyahaber/status/1882837540501401635,Twitter Web App,https://pbs.twimg.com/media/GiEmBBeWkAUyCYI.jpg,,,,,Afet
64,25.01.2025,GT Medya,1882838035286687776,🔗Kaynak: https://t.co/bQ3uDOOAiP,0,0,280,0,3617,0,https://twitter.com/gtmedyahaber/status/1882838035286687776,Twitter Web App,,,https://www.cumhuriyet.com.tr/turkiye/son-dakika-bolu-kartalkayadaki-otel-yangini-faciasinda-yeni-2292607,,,Afet
167,25.01.2025,GT Medya,1882839977098408002,Grand Kartal Otel’in sahibi Halit Ergül ve işletme sahibi olan damadı Emir Aras tutuklandı. https://t.co/KGgW6009nM,2,0,455,0,3618,0,https://twitter.com/gtmedyahaber/status/1882839977098408002,Twitter Web App,https://pbs.twimg.com/media/GiEwwQ8WgAA7_hB.jpg,,,,,Afet
61,25.01.2025,GT Medya,1882839979979923753,🔗Kaynak: https://t.co/wzAyGdP8qI,0,0,267,0,3617,0,https://twitter.com/gtmedyahaber/status/1882839979979923753,Twitter Web App,,,https://www.cumhuriyet.com.tr/turkiye/son-dakika-bolu-kartalkayadaki-grand-kartal-otel-yangini-2292607,,,Afet
92,25.01.2025,GT Medya,1882851447987220772,Konya'nın Selçuklu ilçesinde 3 katlı bir bina çöktü. Enkaz altında kalanların olduğu bildiriliyor. https://t.co/qYXYFv7wHD,5,0,552,0,3616,0,https://twitter.com/gtmedyahaber/status/1882851447987220772,Twitter Web App,https://pbs.twimg.com/media/GiE7L-bXsAAXz-R.jpg,,,,,Sağlık
59,25.01.2025,GT Medya,1882851451892027835,🔗Kaynak: https://t.co/8pvozrBcUi,0,0,287,0,3617,0,https://twitter.com/gtmedyahaber/status/1882851451892027835,Twitter Web App,,,https://www.cumhuriyet.com.tr/turkiye/son-dakika-konyada-3-katli-bina-coktu-arama-kurtarma-calismasi-2292644,,,Afet
91,25.01.2025,GT Medya,1882864418603839810,🔗Kaynak: https://t.co/9s96OYiZMl,0,0,300,0,3616,0,https://twitter.com/gtmedyahaber/status/1882864418603839810,Twitter Web App,,,https://www.rt.com/russia/611582-trump-putin-stolen-election/,,,Afet
